Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,% of FG Ast'd,% of FG Ast'd,Dunks,Dunks,Corner 3s,Corner 3s,Heaves,Heaves,Unnamed: 30_level_0
33.0,Rodney Hood,23.0,UTA,SG,79.0,79.0,2541.0,0.42,16.0,0.538,0.111,0.2,0.13,0.098,0.462,0.472,0.611,0.448,0.421,0.432,0.359,0.206,0.752,0.012,10.0,0.218,0.367,2.0,0.0,
34.0,P.J. Tucker,30.0,PHO,SF,82.0,80.0,2540.0,0.411,11.4,0.646,0.368,0.172,0.029,0.077,0.354,0.455,0.533,0.35,0.412,0.333,0.33,0.357,0.971,0.012,6.0,0.699,0.34,1.0,0.0,
35.0,Rajon Rondo,29.0,SAC,PG,72.0,72.0,2537.0,0.454,10.9,0.783,0.344,0.207,0.046,0.185,0.217,0.479,0.639,0.377,0.306,0.338,0.365,0.191,0.71,0.008,5.0,0.341,0.448,2.0,0.0,
36.0,Avery Bradley,25.0,BOS,SG,76.0,72.0,2536.0,0.447,16.4,0.601,0.216,0.034,0.042,0.309,0.399,0.505,0.718,0.4,0.349,0.387,0.361,0.647,0.912,0.025,25.0,0.329,0.313,0.0,0.0,"DPOY-6,DEF1"
37.0,Carmelo Anthony,31.0,NYK,SF,72.0,72.0,2530.0,0.434,14.0,0.763,0.213,0.087,0.208,0.255,0.237,0.463,0.54,0.404,0.423,0.453,0.339,0.273,0.743,0.018,19.0,0.103,0.375,1.0,0.0,AS
38.0,George Hill,29.0,IND,PG,74.0,73.0,2524.0,0.441,15.3,0.575,0.222,0.099,0.103,0.153,0.425,0.466,0.622,0.397,0.342,0.363,0.408,0.338,0.82,0.016,12.0,0.379,0.445,0.0,0.0,
39.0,Tobias Harris,23.0,2TM,PF,76.0,74.0,2513.0,0.469,10.5,0.731,0.375,0.187,0.076,0.094,0.269,0.518,0.631,0.41,0.353,0.417,0.335,0.561,0.938,0.057,49.0,0.351,0.31,0.0,0.0,
39.0,Tobias Harris,23.0,ORL,PF,49.0,49.0,1610.0,0.464,10.4,0.721,0.403,0.165,0.061,0.092,0.279,0.523,0.624,0.427,0.242,0.44,0.311,0.588,0.915,0.085,45.0,0.397,0.3,0.0,0.0,
39.0,Tobias Harris,23.0,DET,PF,27.0,25.0,903.0,0.477,10.7,0.747,0.33,0.221,0.101,0.098,0.253,0.512,0.643,0.39,0.457,0.382,0.375,0.519,0.97,0.014,4.0,0.273,0.333,0.0,0.0,
40.0,Serge Ibaka,26.0,OKC,PF,78.0,78.0,2500.0,0.479,13.6,0.788,0.196,0.129,0.123,0.341,0.212,0.52,0.671,0.5,0.486,0.453,0.326,0.837,0.983,0.075,61.0,0.527,0.351,0.0,0.0,
41.0,Jimmy Butler,26.0,CHI,SG,67.0,67.0,2474.0,0.454,12.0,0.802,0.313,0.12,0.131,0.236,0.198,0.489,0.673,0.363,0.36,0.385,0.312,0.441,0.719,0.071,69.0,0.176,0.361,6.0,1.0,"DPOY-11,AS,DEF2"
42.0,Brook Lopez,27.0,BRK,C,73.0,73.0,2457.0,0.511,7.8,0.988,0.324,0.323,0.189,0.152,0.012,0.515,0.637,0.476,0.452,0.415,0.143,0.591,1.0,0.05,53.0,0.214,0.0,0.0,0.0,
43.0,Nicolas Batum,27.0,CHO,SF,70.0,70.0,2448.0,0.426,17.2,0.543,0.151,0.055,0.12,0.215,0.457,0.492,0.697,0.396,0.438,0.404,0.348,0.429,0.784,0.025,21.0,0.108,0.372,1.0,0.0,
44.0,Gary Harris,21.0,DEN,SG,76.0,76.0,2439.0,0.469,13.1,0.612,0.358,0.08,0.075,0.099,0.388,0.543,0.613,0.41,0.456,0.461,0.354,0.622,0.943,0.058,41.0,0.343,0.343,1.0,0.0,
45.0,Reggie Jackson,25.0,DET,PG,79.0,79.0,2424.0,0.434,11.9,0.732,0.28,0.219,0.122,0.109,0.268,0.464,0.575,0.381,0.48,0.331,0.353,0.064,0.415,0.011,13.0,0.117,0.385,2.0,0.0,
46.0,Kevin Love,27.0,CLE,PF,77.0,77.0,2424.0,0.419,15.2,0.551,0.173,0.19,0.084,0.104,0.449,0.467,0.55,0.452,0.341,0.451,0.36,0.602,0.987,0.023,20.0,0.303,0.398,0.0,0.0,
47.0,Chris Paul,30.0,LAC,PG,74.0,74.0,2420.0,0.462,15.8,0.705,0.121,0.121,0.184,0.278,0.295,0.501,0.615,0.504,0.527,0.432,0.371,0.115,0.336,0.002,2.0,0.116,0.342,1.0,0.0,"MVP-6,DPOY-13,AS,NBA2,DEF1"
48.0,Jabari Parker,20.0,MIL,PF,76.0,72.0,2408.0,0.493,7.7,0.961,0.461,0.15,0.14,0.21,0.039,0.502,0.657,0.356,0.397,0.339,0.257,0.719,0.778,0.154,129.0,0.514,0.278,0.0,0.0,
49.0,Thaddeus Young,27.0,BRK,PF,73.0,73.0,2407.0,0.514,6.6,0.969,0.388,0.388,0.053,0.139,0.031,0.523,0.612,0.497,0.333,0.418,0.233,0.559,0.714,0.03,27.0,0.3,0.111,2.0,0.0,
50.0,Kyle Korver,34.0,ATL,SG,80.0,80.0,2401.0,0.435,20.7,0.356,0.058,0.021,0.054,0.222,0.644,0.502,0.639,0.308,0.576,0.467,0.398,0.864,0.975,0.002,1.0,0.224,0.449,0.0,0.0,
51.0,Luol Deng,30.0,MIA,PF,74.0,73.0,2394.0,0.455,13.0,0.656,0.305,0.136,0.059,0.16,0.344,0.513,0.67,0.446,0.205,0.378,0.344,0.622,1.0,0.035,26.0,0.539,0.362,1.0,0.0,
52.0,Kawhi Leonard,24.0,SAS,SF,72.0,72.0,2380.0,0.506,13.3,0.733,0.207,0.148,0.201,0.178,0.267,0.528,0.73,0.472,0.498,0.376,0.443,0.45,0.86,0.061,64.0,0.22,0.484,0.0,0.0,"MVP-2,DPOY-1,AS,NBA1,DEF1"
53.0,Victor Oladipo,23.0,ORL,SG,72.0,52.0,2379.0,0.438,13.5,0.709,0.298,0.082,0.1,0.23,0.291,0.475,0.574,0.313,0.402,0.435,0.348,0.388,0.806,0.042,33.0,0.262,0.405,4.0,0.0,
54.0,Rudy Gay,29.0,SAC,SF,70.0,70.0,2379.0,0.463,11.1,0.786,0.267,0.248,0.135,0.136,0.214,0.495,0.651,0.384,0.471,0.416,0.344,0.528,0.824,0.088,78.0,0.279,0.4,1.0,0.0,
55.0,Arron Afflalo,30.0,NYK,SG,71.0,57.0,2371.0,0.443,14.8,0.702,0.115,0.178,0.193,0.217,0.298,0.469,0.609,0.458,0.455,0.416,0.382,0.49,0.912,0.003,2.0,0.424,0.446,0.0,0.0,
56.0,Dirk Nowitzki,37.0,DAL,PF,75.0,75.0,2364.0,0.448,16.6,0.692,0.075,0.068,0.261,0.289,0.308,0.483,0.735,0.329,0.476,0.461,0.368,0.632,0.984,0.004,5.0,0.102,0.314,0.0,0.0,
57.0,Goran DragiÄ,29.0,MIA,PG,72.0,72.0,2363.0,0.477,11.3,0.766,0.328,0.142,0.169,0.127,0.234,0.527,0.666,0.387,0.426,0.459,0.312,0.252,0.75,0.001,1.0,0.244,0.26,0.0,0.0,
58.0,J.R. Smith,30.0,CLE,SG,77.0,77.0,2362.0,0.415,19.1,0.4,0.081,0.109,0.073,0.135,0.6,0.438,0.623,0.398,0.387,0.391,0.4,0.43,0.926,0.013,11.0,0.241,0.39,1.0,0.0,
59.0,Will Barton,25.0,DEN,SG,82.0,1.0,2353.0,0.432,12.6,0.669,0.297,0.181,0.091,0.103,0.331,0.476,0.599,0.399,0.393,0.327,0.345,0.387,0.795,0.048,46.0,0.138,0.333,5.0,0.0,6MOY-4
60.0,Al-Farouq Aminu,25.0,POR,SF,82.0,82.0,2341.0,0.416,14.9,0.515,0.252,0.121,0.047,0.095,0.485,0.468,0.597,0.299,0.382,0.382,0.361,0.595,0.921,0.061,42.0,0.41,0.392,1.0,0.0,
61.0,Marvin Williams,29.0,CHO,PF,81.0,81.0,2338.0,0.452,16.0,0.494,0.214,0.124,0.048,0.106,0.506,0.504,0.538,0.527,0.556,0.392,0.402,0.591,0.993,0.02,12.0,0.27,0.461,1.0,0.0,
62.0,Courtney Lee,30.0,2TM,SG,79.0,65.0,2334.0,0.454,15.2,0.66,0.191,0.091,0.136,0.243,0.34,0.493,0.607,0.466,0.414,0.458,0.378,0.606,1.0,0.006,3.0,0.369,0.325,1.0,0.0,
62.0,Courtney Lee,30.0,MEM,SG,51.0,37.0,1489.0,0.458,15.0,0.671,0.172,0.105,0.153,0.241,0.329,0.502,0.597,0.568,0.406,0.465,0.37,0.631,1.0,0.01,3.0,0.399,0.255,0.0,0.0,
62.0,Courtney Lee,30.0,CHO,SG,28.0,28.0,845.0,0.445,15.5,0.641,0.227,0.064,0.105,0.245,0.359,0.475,0.62,0.143,0.435,0.444,0.392,0.552,1.0,0.0,0.0,0.316,0.48,1.0,0.0,
63.0,Ricky Rubio,25.0,MIN,PG,76.0,76.0,2323.0,0.374,15.8,0.676,0.205,0.053,0.082,0.336,0.324,0.396,0.517,0.258,0.229,0.386,0.326,0.268,0.903,0.0,0.0,0.195,0.432,1.0,0.0,
64.0,Greg Monroe,25.0,MIL,C,79.0,67.0,2314.0,0.522,4.1,0.999,0.542,0.324,0.067,0.065,0.001,0.522,0.596,0.446,0.429,0.393,0.0,0.57,,0.021,19.0,0.0,,0.0,0.0,
65.0,Jae Crowder,25.0,BOS,SF,73.0,73.0,2308.0,0.443,15.1,0.554,0.274,0.075,0.064,0.139,0.446,0.529,0.704,0.246,0.346,0.416,0.336,0.756,0.943,0.023,19.0,0.226,0.329,1.0,0.0,DPOY-13
66.0,Zach LaVine,20.0,MIN,SG,82.0,33.0,2294.0,0.452,14.3,0.67,0.277,0.09,0.055,0.249,0.33,0.482,0.677,0.349,0.302,0.351,0.389,0.416,0.732,0.059,52.0,0.149,0.468,0.0,0.0,6MOY-14
67.0,Pau Gasol,35.0,CHI,C,72.0,72.0,2291.0,0.469,11.1,0.931,0.245,0.192,0.167,0.327,0.069,0.478,0.566,0.435,0.452,0.452,0.348,0.668,0.958,0.025,24.0,0.362,0.32,0.0,0.0,AS
68.0,Julius Randle,21.0,LAL,PF,81.0,60.0,2286.0,0.429,6.7,0.957,0.474,0.248,0.079,0.156,0.043,0.436,0.568,0.362,0.227,0.254,0.278,0.451,0.7,0.077,60.0,0.111,0.0,0.0,0.0,
69.0,Dwight Howard,30.0,HOU,C,71.0,71.0,2280.0,0.62,2.6,0.99,0.658,0.322,0.008,0.003,0.01,0.626,0.752,0.378,0.4,0.0,0.0,0.71,,0.318,176.0,0.0,,2.0,0.0,
70.0,Otto Porter Jr.,22.0,WAS,SF,75.0,73.0,2276.0,0.473,15.2,0.628,0.244,0.077,0.084,0.225,0.372,0.536,0.674,0.364,0.45,0.472,0.367,0.68,0.969,0.028,18.0,0.36,0.385,2.0,0.0,
71.0,Evan Turner,27.0,BOS,SG,81.0,12.0,2271.0,0.456,10.6,0.89,0.264,0.162,0.311,0.153,0.11,0.482,0.638,0.418,0.427,0.391,0.241,0.303,0.95,0.013,8.0,0.494,0.341,1.0,0.0,6MOY-5
72.0,Tristan Thompson,24.0,CLE,PF,82.0,34.0,2269.0,0.588,2.4,1.0,0.695,0.26,0.036,0.01,0.0,0.588,0.671,0.413,0.4,0.0,,0.7,,0.255,98.0,,,0.0,0.0,6MOY-10
73.0,LaMarcus Aldridge,30.0,SAS,PF,74.0,74.0,2261.0,0.513,10.0,0.985,0.279,0.191,0.211,0.303,0.015,0.521,0.733,0.465,0.427,0.426,0.0,0.66,,0.047,47.0,0.5,0.0,0.0,0.0,"AS,NBA3"
74.0,D'Angelo Russell,19.0,LAL,PG,80.0,48.0,2259.0,0.41,15.3,0.613,0.189,0.129,0.144,0.151,0.387,0.447,0.586,0.463,0.341,0.361,0.351,0.271,0.692,0.002,2.0,0.143,0.358,7.0,0.0,ROY-9
75.0,Dwyane Wade,34.0,MIA,SG,74.0,73.0,2258.0,0.456,9.6,0.963,0.295,0.23,0.179,0.259,0.037,0.468,0.648,0.43,0.34,0.386,0.159,0.278,0.714,0.03,36.0,0.136,0.333,3.0,1.0,AS
76.0,Marcin Gortat,31.0,WAS,C,75.0,74.0,2256.0,0.567,5.3,0.999,0.452,0.313,0.195,0.039,0.001,0.567,0.704,0.49,0.403,0.433,0.0,0.794,,0.067,48.0,0.0,,0.0,0.0,
77.0,Jeff Teague,27.0,ATL,PG,79.0,78.0,2255.0,0.439,11.0,0.722,0.372,0.156,0.098,0.094,0.278,0.454,0.563,0.338,0.412,0.269,0.4,0.167,0.636,0.005,4.0,0.105,0.448,0.0,0.0,
78.0,Jeff Green,29.0,2TM,SF,80.0,41.0,2253.0,0.43,11.3,0.742,0.308,0.218,0.09,0.125,0.258,0.47,0.602,0.344,0.486,0.35,0.315,0.401,0.896,0.063,47.0,0.343,0.329,4.0,0.0,
78.0,Jeff Green,29.0,MEM,SF,53.0,31.0,1544.0,0.431,11.3,0.756,0.314,0.206,0.102,0.133,0.244,0.47,0.583,0.383,0.491,0.324,0.309,0.399,0.833,0.072,35.0,0.287,0.333,4.0,0.0,
78.0,Jeff Green,29.0,LAC,SF,27.0,10.0,709.0,0.427,11.4,0.712,0.296,0.243,0.064,0.109,0.288,0.468,0.646,0.277,0.471,0.414,0.325,0.404,1.0,0.045,12.0,0.442,0.324,0.0,0.0,
79.0,DeMarcus Cousins,25.0,SAC,C,65.0,65.0,2246.0,0.451,9.2,0.842,0.36,0.286,0.035,0.161,0.158,0.473,0.595,0.412,0.255,0.358,0.333,0.55,1.0,0.062,73.0,0.033,0.286,1.0,0.0,"AS,NBA2"
80.0,Ish Smith,27.0,2TM,PG,77.0,53.0,2239.0,0.411,10.4,0.824,0.333,0.188,0.104,0.199,0.176,0.428,0.55,0.341,0.356,0.344,0.329,0.188,0.589,0.009,7.0,0.118,0.4,1.0,0.0,
80.0,Ish Smith,27.0,NOP,PG,27.0,3.0,617.0,0.43,9.5,0.855,0.382,0.206,0.079,0.189,0.145,0.451,0.598,0.34,0.389,0.302,0.303,0.159,0.7,0.004,1.0,0.242,0.375,0.0,0.0,
80.0,Ish Smith,27.0,PHI,PG,50.0,50.0,1622.0,0.405,11.2,0.815,0.318,0.183,0.112,0.202,0.185,0.42,0.532,0.341,0.349,0.356,0.336,0.198,0.565,0.011,6.0,0.088,0.417,1.0,0.0,
81.0,Justise Winslow,19.0,MIA,SF,78.0,8.0,2232.0,0.422,10.5,0.749,0.392,0.175,0.039,0.145,0.251,0.471,0.575,0.383,0.278,0.358,0.276,0.589,0.969,0.045,19.0,0.716,0.277,2.0,0.0,ROY-6
82.0,Gorgui Dieng,26.0,MIN,C,82.0,39.0,2220.0,0.532,8.2,0.965,0.387,0.197,0.157,0.223,0.035,0.54,0.71,0.395,0.462,0.434,0.3,0.712,1.0,0.131,69.0,0.65,0.385,0.0,0.0,
83.0,Robin Lopez,27.0,NYK,C,82.0,82.0,2219.0,0.539,4.6,0.998,0.456,0.394,0.1,0.048,0.002,0.54,0.619,0.529,0.333,0.313,0.0,0.524,,0.069,44.0,1.0,0.0,0.0,0.0,
84.0,Darren Collison,28.0,SAC,PG,74.0,15.0,2219.0,0.486,13.3,0.72,0.272,0.133,0.094,0.222,0.28,0.519,0.645,0.398,0.493,0.448,0.401,0.345,0.77,0.005,4.0,0.3,0.462,2.0,0.0,6MOY-15
85.0,Raymond Felton,31.0,DAL,PG,80.0,31.0,2192.0,0.406,13.8,0.688,0.217,0.198,0.073,0.199,0.312,0.463,0.635,0.4,0.38,0.368,0.282,0.207,0.733,0.0,0.0,0.178,0.263,2.0,0.0,
86.0,Matt Barnes,35.0,MEM,SF,76.0,45.0,2190.0,0.381,15.4,0.466,0.27,0.107,0.029,0.061,0.534,0.449,0.561,0.311,0.4,0.214,0.322,0.634,0.941,0.013,8.0,0.284,0.305,3.0,0.0,
87.0,Anthony Davis,22.0,NOP,C,61.0,61.0,2164.0,0.493,10.3,0.905,0.299,0.195,0.165,0.246,0.095,0.511,0.697,0.396,0.42,0.434,0.324,0.728,0.943,0.146,147.0,0.213,0.261,2.0,0.0,"DPOY-9,AS"
88.0,Hollis Thompson,24.0,PHI,SG,77.0,17.0,2154.0,0.397,17.8,0.424,0.146,0.103,0.062,0.112,0.576,0.42,0.576,0.371,0.357,0.303,0.38,0.645,0.973,0.004,3.0,0.306,0.45,1.0,0.0,
89.0,Dion Waiters,24.0,OKC,SG,78.0,15.0,2152.0,0.399,13.9,0.66,0.286,0.076,0.065,0.229,0.34,0.421,0.515,0.333,0.435,0.333,0.358,0.306,0.872,0.025,16.0,0.4,0.385,0.0,0.0,
90.0,Elfrid Payton,21.0,ORL,PG,73.0,69.0,2145.0,0.436,8.8,0.874,0.411,0.212,0.104,0.147,0.126,0.451,0.583,0.381,0.355,0.252,0.326,0.285,0.933,0.016,9.0,0.283,0.308,1.0,0.0,
91.0,Jamal Crawford,35.0,LAC,SG,79.0,5.0,2126.0,0.404,16.8,0.634,0.099,0.134,0.16,0.241,0.366,0.44,0.613,0.468,0.387,0.389,0.34,0.26,0.735,0.001,1.0,0.23,0.418,6.0,0.0,6MOY-1
92.0,Hassan Whiteside,26.0,MIA,C,73.0,43.0,2125.0,0.606,4.7,1.0,0.503,0.317,0.104,0.075,0.0,0.606,0.773,0.435,0.437,0.431,,0.659,,0.224,148.0,,,0.0,0.0,"DPOY-3,DEF2"
93.0,Bojan BogdanoviÄ,26.0,BRK,SF,79.0,39.0,2115.0,0.433,14.3,0.549,0.258,0.147,0.076,0.069,0.451,0.474,0.601,0.336,0.316,0.462,0.382,0.59,0.907,0.024,17.0,0.402,0.426,0.0,0.0,
